year,developer,price,items_count
2016,"Saber Interactive,Redemption Ark",Free to Play,SeithCG
2017,Quiet River,Free,Cobra Mobile
2017,4A Games,Free,Nawia Games
2017,G.rev Ltd.,Free,Colossal Order Ltd.
2017,Syu-Syu,Free,CleanWaterSoft
2017,Ithaqua Labs,Free,KorteGames
2017,G.rev Ltd.,Free,"NTT Plala Inc.,Roconilo Project"
2017,G.rev Ltd.,Free,BernhardP
2017,Dreamz Studio,Free To Play,"Playdek, Inc."
2016,DarkStar Games,Free,Frictional Games
2017,ALLM,Free,Craig Gibbs
2014,Arrowhead Game Studios,Free,DGform
2017,BunchOD00dz,Free,Insanity Games
2017,Oryzhon Studios,Free,Jon Sudbury Games
2017,"SmiteWorks USA, LLC",Free,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
2017,Talpel Games,Free To Play,Pixel Pi Games
2013,NGD Studios,Free,Nordcurrent
2017,Bruno MARTIOL,Free,Monolith Productions
2017,"Wicked Fun, Inc.",Free,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
2012,Ronimo Games,Free To Play,Superthumb
2017,"Dark Polygon Ltda.,Jalomot Ltda.",Free To Play,The Simutrans Team
2017,Jason Godbey,Free,Virtual Racing Industries Ltd.
2017,Kevin Nitschmann,Free,TORaIKI
2017,MercurySteam,Free To Play,Handelabra Games Inc.
2017,Hosted Games,Free To Play,S2 Games
2016,Random Thoughts Enterainment,Free,Ino-Co Plus
2017,"Maxwell Volz,David Zeiser",Free To Play,Kevin Paek
2017,"Valkyrie Entertainment, LLC",Free To Play,Freegamer
2017,Auroch Digital,Free,Dambuster Studios
2016,Paper Games,Free To Play,Evgeny Osmet
2017,"Entwell Co., Ltd.",Free to Play,Audials AG
2017,AMPLITUDE Studios,Free,Toposim
2017,Blue Booth Studios,Free,Jonni Hirst
2016,Obsidian Entertainment,Free,King Crow Studios
2017,chlsea,Free,Amanita Design
2017,Borokai Studio,Free,Arrowhead Game Studios
2017,"Stardock Entertainment,Oxide Games",Free,"SmiteWorks USA, LLC"
2017,"Grey Havens, LLC",Free To Play,"Obsidian Entertainment, Inc."
2017,Roger Barton,Free to Play,Dambuster Studios
2017,CleanWaterSoft,Free to Play,Interdimensional Games Inc
2017,"Pixel Constructor, LLC.",Free To Play,"KOEI TECMO GAMES CO., LTD."
2017,"WangJianWei,KuangXiang",Free,Awesome Games Studio
2017,DreamEscape,Free,TakeFlight Interactive
2017,FX Games,Free to Play,Toka Loka Games
2017,Coconut Shavers,Free To Play,Wild Shadow Studios
2017,Hannibal Stuff,Free,Colossal Order Ltd.
2017,Bad Seed,Free to Play,Cyanide Studios
2017,Codename Entertainment Inc.,Free to Play,Clewcat Games
2017,Frogdice,Free To Play,Rebellion
2017,"Acram Digital,Mobo Studio",Free,Team B.R.O.S.
2017,Byting Games,Free to Play,Tuomo Laine
2004,Ubisoft - San Francisco,Free To Play,Shindenken
1997,RosePortal Games,Free To Play,Capcom Game Studio Vancouver
2017,Tzar Leonardi,Free,VStep
2017,White Dog,Free To Play,AtomicTorch Studio
2017,Grey Gods,Free,29Palms Scenery Design
2017,GB Patch Games,Free To Play,"Team NINJA,KOEI TECMO GAMES CO., LTD."
2017,Llama Software,Free To Play,Ubisoft - San Francisco
2017,Cuirass Entertainment Ltd.,Free,Moonshot Games
2017,Optical Override,Free,Switchblade Monkeys Entertainment
2012,Dischan Media,Free,"Psyche Studios,Random Encounter"
2017,BYU Animation -  Class of 2017,Free To Play,Cascade Game Foundry SPC
2016,Capcom,Free To Play,"Silver Moon Internet,银月网络"
2015,LongYou Game,Free,Wizarbox
2017,Fast Fall Studios,Free,E McNeill
2017,Freejam,Free to Play,Sergey Shushunov
2014,"MAGIC Spell Studios,James Zolyak",Free To Play,Stainless Games
2013,Codex7,Free,Codemasters Birmingham
2017,Lost-Ride Studios,Free to Play,Andres Martin Jimenez
2017,Symphonic Square,Free,The Men Who Wear Many Hats
2017,一杯烟雨游戏工作室,Free To Play,Skyhook Games
2017,Cherrymochi,Free,Dovetail Games
2017,Ntroy LTD,Free To Play,DoubleDutch Games
2017,Nicolas Clarysse,Free To Play,Trapdoor Inc.
2007,Molosoft,Free,"Chasing Carrots,Schnack Music Manufacture"
2017,GexagonVR,Free,Rotatipyra
2017,Vile Monarch,Free,Kettel
2016,Eugen Systems,Free,Birdwall Games
2017,"Emerson Design, Inc.",Free To Play,MFAFB Games LLC
2017,Bitmap Bureau,Free,tso
2017,Quiet River,Free,Zero Point Software
2014,Clarus Victoria,Free to Play,Tortuga Team
2015,Ekuator Games,Free,Aggroblakh
2017,David Mulder,Free to Play,"Travellers Tales,TT Games"
2015,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",Free to Play,David Capello
2017,GameOrchard Productions,Free To Play,Infamous Quests
2017,Michael Lampel,Free To Play,Subvert Games
2017,Valve,Free,Just1337 Studio
2017,NS STUDIO,Free,Freebird Games
2017,NS STUDIO,Free to Play,Polyslash
2017,Sunfleck Software,Free to Play,"Sonic Team,Hardlight"
2017,Artur Rezende,Free,Dead Drop Studios LLC
2017,Creobit,Free to Play,Rebellion
2017,NS STUDIO,Free,Capcom
2017,"SmiteWorks USA, LLC",Free,Most Wanted Entertainment
2017,Perfect Square Studios LLC,Free,"Escape Hatch Entertainment,LLC"
2012,Enlight Software Limited,Free To Play,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2017,Quiet River,Free,Zen Studios
2017,Hi-Rez Studios,Free To Play,"CAPCOM Co., Ltd."
2017,Andrii Vintsevych,Free,"Syrin Studios,Small Impact Games"
2017,"Atom Switch, Inc.",Free,Brightrock Games
2017,"Atom Switch, Inc.",Free,MOONSTONE
2017,"Atom Switch, Inc.",Free,Ubisoft - San Francisco
2017,InterAction studios,Free,Goblinz
2017,UnderMax Games,Free to Play,Star Maid Games
2017,CodeManu,Free,Leaning Tower Studio
2017,Behaviour Interactive Inc.,Free to Play,PlayWay S.A.
2017,Motiga Inc.,Free To Play,Tango Gameworks
2017,Naev Team,Free,ErayTek
2017,CakeEaterGames,Free To Play,"Zillion Whales,Creat Studios"
2015,Paradox Interactive,Free,Squid In A Box Ltd
2016,Disruptor Beam Inc.,Free To Play,Croteam
2017,Stolen Couch Games,Free,Yang Sun
2017,"SmiteWorks USA, LLC",Free,Magnolia Art
2017,FireFly Studios,Free,Doomster Entertainment
2006,Dovetail Games,Free to Play,Codex7
2017,Smartly Dressed Games,Free to Play,Winter Wolves
2017,William Cheek,Free,Days of Wonder
2017,qberty,Free to Play,SmashMouth Games Ltd
2017,Träumendes Mädchen,Free,YGGDRASIL STUDIO
2017,EVERYDAYiPLAY,Free To Play,Arcane Raise
2016,Titus Interactive,Free,Matrix Trains
2017,Vitor Pêgas,Free,"Elliptic Games,John Robert Matz"
2017,"Arttu Tuovinen,Alan Bourhis,Michael Callaghan",Free to Play,Leadwerks Software
2017,Sunside Inc,Free,Arc System Works
2015,"SmiteWorks USA, LLC",Free,InvertMouse
2017,Munchkin's Lair,Free To Play,Fishing Planet LLC
2017,Netease,Free To Play,Immersed Games
2012,Creobit,Free,"Sideline Amusements,Gonzo Games"
2017,Consala Games,Free To Play,Skinny Jean Death Studios
2017,Pavo Studio,Free,Llama Software
2017,Pavo Studio,Free,Orange_Juice
2017,"Binary Zoo,The Game Creators",Free to Play,Microids
2017,u&amp;i,Free,Polar Bunny Ltd
2016,Notus Games Ltd,Free,Valravn Games
2017,GSC Game World,Free,"hyperboreanGames,Svarog Studios"
2017,vextro,Free,N3V Games
2017,GSC Game World,Free,Rail Slave Games
2017,Kylotonn,Free to Play,Kylotonn
2017,Stitch Media,Free,Investigate North
2017,Project Atom,Free To Play,TiconBlu
2017,SP-time,Free,Gas Powered Games
2017,Divine Games,Free to Play,Trainwreck Games
2017,ObsessionSoft,Free,Realmforge Studios
2017,DeathMofuMofu,Free,Skyhook Games
2017,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",Free,Dovetail Games
2017,Gameloft,Free to Play,Dream Reactor
2017,Cassandra Clery,Free To Play,Moon Spider Studio
2017,"Jonas Kjellberg,Ilsanjo",Free,Panther Games
2017,"Rock Wall Games, LLC",Free,Vlad Cristian
2017,Youren,Free to Play,Thylacine Studios
2015,Kerberos Productions,Free to Play,Frank J Sudol
2017,Kukouri Mobile Entertainment,Free To Play,SeekSick6
2008,BlueLine Games,Free,Boogygames Studios
2017,Kiz Studios,Free to Play,Goblinz Studio
2016,Petroglyph,Free To Play,Daybreak Game Company
2017,Indiecode Games,Free,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios"
2010,Archaic Entertainment,Free,Stainless Games
2017,Dire Wolf Digital,Free to Play,propeller
2017,Milestone S.r.l.,Free,Monolith Productions
2017,Emanon Studios,Free To Play,"SmiteWorks USA, LLC"
2017,Goblinz Studio,Free to Play,Stun Games
2017,Goldbar Games,Free To Play,David OReilly
2017,Goldbar Games,Free,Aqualuft Games
2017,"Act 3 Games, LLC",Free To Play,Ludosity
2017,The Ninth Art,Free To Play,Playrise Digital Ltd.
2017,"ARC SYSTEM WORKS Co., Ltd.,TOYBOX Inc.",Free,Atomic Pond Studios
2017,PoRovoz Studios,Free To Play,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
2017,Puuba,Free to Play,Ubisoft - San Francisco
2016,Stroboskop,Free,Dexion Games
2010,The Farm 51,Free To Play,Ubisoft - San Francisco
2016,Dovetail Games,Free,"Idea Factory,Compile Heart,Sting"
2017,Ludomotion,Free,URSE Games
2017,xrrawva,Free,TSS Studio
2017,Individual Software,Free,Media Art
2016,Light Bringer Games inc.,Free To Play,Ebullience Games
2016,"Oleg Sergeev,Andrey Rumak,Do My Best",Free to Play,FantaBlade Network
2017,electrolyte,Free,Laush Dmitriy Sergeevich
2017,"ARC SYSTEM WORKS Co., Ltd.,TOYBOX Inc.",Free,Arc System Works
2017,Denis Mikheikin,Free,Capcom
2017,Bethesda Game Studios,Free,Michael Flynn
2016,"Vanguard Games,343 Industries",Free,Mykhail Konokh
2014,Triangle Studios,Free,No Wand Studios
2017,Magic Pixel Kft.,Free,Game Scorpion Inc.
2017,BANDAI NAMCO Studios Inc.,Free,Stainless Games
2015,The Young Socratics,Free,Ubisoft Montreal
2012,"Upper One Games,E-Line Media",Free,INDIE PLAY
2017,StevenHarmonGames,Free,"PadLabs GmbH,Stairport Sceneries"
2017,Solid Patterns,Free To Play,"Dejobaan Games, LLC"
2017,"Synapse Games,Chinzilla",Free to Play,"刘俊亨(Junheng Liu),UNGamingOrg游戏组织玩家"
2017,Absorbed Studios,Free To Play,Telltale Games
2017,MyST,Free,"KOEI TECMO GAMES CO., LTD."
2017,Paradox Development Studio,Free,Bandit-1
2006,WEBZEN Inc.,Free to Play,Ubisoft - San Francisco
2015,Coronado Games,Free to Play,JustE AAN
2016,Saddletrip,Free To Play,Archive Entertainment
2017,Ludomotion,Free,"SmiteWorks USA, LLC"
2015,Itanimulli Games,Free,Fyn Games
2015,Rsupport Inc.,Free,"CFK Co., Ltd."
2016,"Capcom U.S.A., Inc.",Free to Play,Ubisoft - San Francisco
2017,"Shanghai JingCai Computer Software Development Co., Ltd",Free To Play,Fatshark
2017,Logic Artists,Free,weRplay
2017,Lightbulb Crew,Free To Play,Nabi Studios
2017,Sleepless Clinic,Free,4FreaksFiction
2017,Exozet,Free To Play,"CI Games,Deck 13"
2016,Dylan Fitterer,Free to Play,Comrades Inc.
2017,Nikita Kaf,Free,Pilgrim Adventures
2016,nullplussoftware,Free,WindThunder Studio
2017,EasyWays Team,Free,Fallen Tree Games Ltd
2017,"hyperboreanGames,Svarog Studios",Free,Reflect Studios
2017,"CINEMAX, s.r.o.",Free,N3V Games
2017,Riveted Games,Free To Play,DL Softworks
2014,Red Storm Entertainment,Free,teedoubleuGAMES
2017,Robot Entertainment,Free to Play,Crystal Dynamics
2017,Pragmatix Ltd,Free To Play,United Independent Entertainment GmbH
2017,Enigami,Free,RosePortal Games
2017,Fallen Snow Studios,Free To Play,Panoramik Inc
2017,marnamai,Free,Holyday Studios
2017,MoYi Technology,Free To Play,"Beamz Interactive, Inc."
2017,JMJ Interactive,Free,MumboJumbo
2017,UroboroStudio,Free,DXF Games
2017,5th Planet Games,Free To Play,弘原游戏
2016,Fermenter Games,Free To Play,Crunchy Games
2017,Capcom,Free To Play,Terapoly
2017,EvilCoGames,Free,Ubisoft - San Francisco
2016,SCS Software,Free,Fishcow Studio
2017,HexWar Games,Free,Sun Dogs
2012,Nikita Online,Free To Play,FS2Crew
2017,SkyRiver Studios,Free to Play,"Hopoo Games, LLC"
2017,Cloudhead Games ltd.,Free,Fair Games
2017,Dicesuki,Free To Play,Eugen Systems
2016,Ithaqua Labs,Free,"KOEI TECMO GAMES CO., LTD."
2017,Gaute Heggen,Free To Play,FeelThere
2017,nullo Games sp. z o.o.,Free To Play,Landauer Games
2017,"Rainbow Studios,THQ Nordic",Free,ISOTX
2017,Compulsion Games,Free,Leslaw Sliwko
2017,Chad Meffert,Free To Play,Cascade Game Foundry
2016,Horizon Studio,Free To Play,Musopia
2016,Capcom,Free,Paradox Development Studio
2017,Brave Rabbit Games,Free,Fastermind Games
2017,virtualRailroads,Free,Gogii Games
2017,Bethesda Game Studios,Free to Play,Digital Upthrust
2017,Boomzap Entertainment,Free,Joe Censored Games
2017,Ludomotion,Free,Capcom
2017,"SkywardRiver,Zetasis,BeNjO,Nikakosa,Rex",Free To Play,Good Games
2017,Inaccurate Interactive,Free,Realmforge Studios
2014,Ronimo Games,Free,Ubisoft Montreal
2017,"Castle Pixel, LLC.",Free,Ravinia
2017,Jutsu Games,Free To Play,Reventador Games
2015,The Men Who Wear Many Hats,Free To Play,Enlight Software Limited
2017,Robot Riot UG (haftungsbeschränkt),Free To Play,Haemimont Games
2000,One-bit Punch,Free,Teletower Studios
2017,"KOEI TECMO GAMES CO., LTD.",Free to Play,Musopia
2017,"KOEI TECMO GAMES CO., LTD.",Free to Play,Pixelbark Games
2014,Ronimo Games,Free To Play,N3V Games
2017,Colossal Order Ltd.,Free,Virtavia
2013,Ubisoft - San Francisco,Free to Play,Lesta Studio
2017,Quiet River,Free,Skyhook Games
2016,RSK Entertainment,Free,Ubisoft - San Francisco
2015,Roope Tamminen,Free To Play,Onipunks Studio Inc.
2016,rebel rabbit,Free To Play,"SmiteWorks USA, LLC"
2017,Alan Edwardes,Free,Ubisoft - San Francisco
2017,Wisefool Studio,Free,Broken Rules
2017,Flying Wild Hog,Free,Okugi Studio
2017,Spellbook,Free To Play,Ubisoft - San Francisco
2014,Skatanic Studios,Free,Shaman Games Studio
2017,"SmiteWorks USA, LLC",Free to Play,Sometimes You
2017,Subvert Games,Free,Boogygames Studios
2016,On The Level Game Studios,Free,Trion Worlds
2017,Deathink,Free To Play,Nickervision Studios
2017,"Gearbox Software,Aspyr (Mac &amp; Linux)",Free To Play,Dovetail Games
2017,Class of 2015-2016,Free,Love Conquers All Games
2016,"Gunfire Games,Vigil Games,THQ Nordic",Free to Play,Ryan Carlos
2017,Osky Studios,Free To Play,Ubisoft - San Francisco
2017,Fatshark,Free to Play,Spasman Games
2017,Abrakam SA,Free to Play,Big Fish Studios
2017,"KOEI TECMO GAMES CO., LTD.",Free to Play,VI Games LLC
2017,"KOEI TECMO GAMES CO., LTD.",Free to Play,Gaming Minds
2017,AlternativaPlatform,Free To Play,"Big Huge Games,38 Studios"
2017,AMPLITUDE Studios,Free,Funcom
2017,Campus ADN 2015-2016,Free To Play,WildLabs
2017,Anton Riot,Free,devFluid
2015,Hanaji Games,Free,Spry Fox LLC
2017,Ben 'Yahtzee' Croshaw,Free,GB Patch Games
2017,WONDERFUL LASERS,Free To Play,JDB Artist
2017,StormBrewers,Free,"Psychic Software,Goblin Portal"
2017,Ebullience Games,Free To Play,Progorion
2017,Playsport Games,Free,Millenium Project Enterprises
2017,Silden,Free,Headfirst Productions
2017,Corradi Games,Free To Play,Visual Concepts
2017,Dmitry Medvedev,Free,Blackfire Games
1999,Throwback Entertainment,Free,Devil's Details
2017,Petroglyph,Free to Play,Yang Sun
2017,BetaShark LLC,Free,Ageod
2017,Zetsubou,Free to Play,Artefacts Studio
2017,@YearOfTheBob,Free,Ubisoft - San Francisco
2017,JoongWon Games,Free To Play,HIPIX
2017,Sparkypants Studios LLC,Free to Play,Strategy First
2015,Panther Games,Free,"Bat Country Games, LLC"
2017,Milestone S.r.l.,Free,Cardboard Utopia
2017,GameTop.com,Free To Play,CrioLand
2009,Brucefilm,Free To Play,Semen Rodin
2017,BANDAI NAMCO Studios Inc.,Free,Magic and Mirrors
2017,Paradox Development Studio,Free,Smoodlez
2017,Pixeljam,Free To Play,Screwy Lightbulb
2017,Kyy Games,Free To Play,Bryan Gale
2015,Team8 Studio,Free,Payoff Technologies
2016,Stefan Preuss,Free,Temple Gates Games
2017,Pentagrammical Justice,Free,Paradox Interactive
2017,Eastshade Studios LLC,Free,Oryon Entertainment
2017,"AN Productions,Poxpower",Free To Play,"KOEI TECMO GAMES CO., LTD."
2017,Woodsy Studio,Free To Play,Microblast Games
2017,Bethesda Game Studios,Free,"Idea Factory,Compile Heart,Sting"
2015,Free Time Farmers,Free to Play,Ubisoft - San Francisco
2017,ebi-hime,Free To Play,Invoker Studios
2017,Holyday Studios,Free To Play,Studio TeamShuriken
2017,GamestormVR,Free,Audials AG
2013,"KOEI TECMO GAMES CO., LTD.",Free To Play,Vertical Skull Games
2017,TeamTop Games,Free To Play,"hyperboreanGames,Svarog Studios"
2017,BlackSpot Entertainment,Free To Play,Tequila Works SL
2017,BANDAI NAMCO Studios Inc.,Free,Andy Jurko
2017,Quiet River,Free,Heart Machine
2017,"Quicksilver Software, Inc.",Free,Vladimir Alekseev
2017,"Tyler Rogers,David Colson",Free,Upper Byte Studio
2017,Rebelephant,Free To Play,One Dave Software
2017,Pixeltales.ru,Free to Play,Garage 227
2017,Ran,Free To Play,Ubisoft - San Francisco
2017,Oryzhon Studios,Free,STREETCAT STUDIO
2017,Outerlight Ltd.,Free,"Mighty Rabbit Studios,Relevant Games"
2017,Ubisoft Entertainment,Free to Play,Ubisoft - San Francisco
2017,Manic Mind Game Lab,Free To Play,Saibot Studios
2016,"storyk21674,STILILA,貓蛋",Free To Play,TML-Studios
2014,dlan,Free,Darren N Lory
2016,Brzezinski,Free,Black Lime Studio
2017,Double Coconut,Free To Play,Ubisoft - San Francisco
2015,ION LANDS,Free,Fishing Planet LLC
2017,SAGENCY,Free To Play,Woodsy Studio
2016,Funatics Software,Free,Icarus Development Team
2017,Gameloft,Free To Play,Vulgat
2017,White Sparkle Games,Free To Play,Vile Monarch
2016,DL Softworks,Free,Liam Davis
2016,David Cross,Free,Siactro
2016,"Visual Wordplay,Godline",Free To Play,Behaviour Interactive
2011,Positech Games,Free To Play,"Gunfire Games,Vigil Games,THQ Nordic"
2016,HoCWar,Free,Duion
2016,LEVER Software,Free To Play,Kurechii
2016,"Media Impact Co.,Ltd",Free,Exato Games Studio
2014,Dovetail Games,Free To Play,Daedalic Entertainment
2016,"Fabio Ferrara,Fabio Mosca,Giulia Airoldi",Free,JB
2016,GameTop.com,Free,Overhead Games
2016,Puuba,Free To Play,Positech Games
2017,Pulsetense Games,Free,Bohemia Interactive
2016,Fabio Ferrara,Free,Ronimo Games
2017,Erik Asmussen,Free to Play,"FarSight Studios, Inc."
2016,Deca Games OU,Free,Trendy Entertainment
2016,Zoink Games,Free to Play,Ubisoft - San Francisco
2016,Stegalosaurus Game Development,Free,GRAOUMF
2016,Easy Game Station,Free To Play,"SmiteWorks USA, LLC"
2015,Carbine Studios,Free,Ronimo Games
2016,Artogon,Free To Play,"SmiteWorks USA, LLC"
2016,Lince Works,Free,Spacelight Studio
2016,Mango Protocol,Free,Tindalos Interactive
2016,Goldhawk Interactive,Free To Play,Felix Wunderlich
2016,"CAPCOM Co., Ltd.",Free,Green Sauce Games
2017,Io-Interactive A/S,Free,"Monolith Productions, Inc."
2013,Yah_Shi,Free to Play,"Just1337 Studio,Crohack"
2016,NIMONIX,Free to Play,Triverske
2016,DL Softworks,Free,Vexed Enigma
2016,Fox Dawn,Free To Play,United Front Games
2016,Tuwi Michael nullnings,Free To Play,FarSight Studios
2016,Monster Games,Free,Ubisoft - San Francisco
2016,Monster Games,Free,Arcane Raise
2016,Biodrone Studios,Free To Play,Blue Byte
2016,Pewter Games Studios,Free,"CAVE Interactive CO.,LTD."
2016,Watercress Studios,Free To Play,Aesir Interactive
2017,Boomzap Entertainment,Free To Play,baKno Games
2013,"Far East War Development Team,Relic",Free,WorldWideSoftware
2016,Pipeworks Studio,Free to Play,ISOTX
2016,Viking Tao,Free To Play,"Arcen Games, LLC"
2016,"Mario von Rickenbach,Etter Studio,Tale of Tales,Cardboard Computer,Pol Clarissou,Katie Rose Pipkin,Santa Ragione",Free,ProjectorGames
2016,Marsbound,Free,"Bit Planet Games, LLC"
2016,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)",Free,Lighthouse Games Studio
2016,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)",Free,"SmiteWorks USA, LLC"
2016,Koya Game,Free,Ubisoft - San Francisco
2014,Retro Army Limited,Free,Legalase studio
2016,FantaBlade Network,Free,Alice &amp; Smith
2016,Buka Game Studio,Free to Play,Tomorrow Corporation
2016,Léo-Games,Free To Play,Erotes studio
2016,astragon Entertainment GmbH,Free,4 Door Lemon
1997,Imagitech,Free,VIS - Visual Imagination Software
2016,A. Hagen,Free,Gone North Games
2016,Lord_Loej,Free To Play,Easy Co
2016,ComonGames,Free,Matt Dabrowski
2015,Telltale Games,Free To Play,Mouseless Media
2016,Playsport Games,Free to Play,Avalanche Studios
2016,Woolf,Free,Milestone S.r.l.
2016,MindArk PE AB,Free To Play,Haemimont Games
2016,SOFTON ENTERTAINMENT,Free To Play,Digital Media Workshop
2014,studio wasp,Free To Play,ComiPo! LLP
2016,Intropy Games,Free,keyreal
2016,ICE Entertainment,Free,Manic Mind Game Lab
2016,Digitalmindsoft,Free to Play,Team17 Digital Ltd
2016,nDreams,Free,Ronimo Games
2016,nDreams,Free,Gaijin Entertainment
2007,bu2 sutdio,Free,Alientrap
2016,Xemory LLC,Free to Play,Tuque Games
2016,吃了就睡工作室,Free To Play,Home Net Games
2016,D.C.S,Free To Play,"Team NINJA,KOEI TECMO GAMES CO., LTD."
2016,DL Softworks,Free,"Capcom Game Studio Vancouver, Inc."
2016,DiP Online,Free To Play,"SmiteWorks USA, LLC"
2016,Ankama Studio,Free,Curse Box Studios
2016,Ultima Games,Free,"Pyramid,Chara-Ani,G.rev Ltd."
2016,KorteGames,Free,Nik Nak Studios
2008,"Glitchless, LLC",Free To Play,Bionic Pony
2016,ICE Entertainment,Free,Ubisoft - San Francisco
2016,Eren Aydın,Free to Play,"Henri Osbourne,Giovanna Lopes"
2016,Synapse Games,Free To Play,Flix Interactive
2016,Creobit,Free To Play,Stegalosaurus Game Development
2016,SkyReacher Entertainment,Free To Play,"Capcom U.S.A., Inc."
2016,"galanti,Den-fami Nico Game Magazine",Free,Haemimont Games
2016,Warm Lamp Games,Free,WySix
2016,FYRE Games,Free To Play,Paul Cuisset
2016,L. Stotch,Free To Play,Airship Syndicate
2016,"Free Games Info,hyperboreanGames",Free,Born in 1978
2016,IObit,Free,Lux Caput (Andrey M)
2014,Dio Alias Games,Free To Play,"SmiteWorks USA, LLC"
2016,Wadjet Eye Games,Free,Overhead Games
2014,Humongous Entertainment,Free To Play,Baroque Decay
2016,Magic Dungeon Studio,Free To Play,Ubisoft - San Francisco
2016,"Move Games Co., Ltd.",Free To Play,YGGDRASIL STUDIO
2017,"Potassium Frog Limited,Automata Source",Free to Play,Volition
2016,Ubisoft - San Francisco,Free,Rob Howland
2016,Volition,Free,HJO Creations
2016,VIS - Visual Imagination Software,Free To Play,"IDEA FACTORY,COMPILE HEART"
2014,"Rohan Narang,Ratalaika Games S.L.",Free,40Ggames
2016,"Cygames, Inc.",Free To Play,Io-Interactive A/S
2016,Iron Helmet Games,Free To Play,上海烛龙信息科技有限公司
2016,N.R. Burnette,Free,JoyBits Ltd.
2016,Rodrigo Banzato,Free To Play,Choice of Games
2016,Oscar Celestini,Free,Ubisoft - San Francisco
2016,StevenHarmonGames,Free,"SmiteWorks USA, LLC"
2016,AMS Game Development Association,Free,DeXP
2016,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)",Free,Fabio Ferrara
2012,Noble Empire Corp.,Free To Play,Holotech Studios
2012,Bulkhead Studios Corporation,Free To Play,8th Floor Games
2015,Cosmo D,Free,Dev9k
2016,Apus Software,Free To Play,Ian Campbell
2017,khos85,Free To Play,Mysteria Studio
2016,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)",Free,Sports Interactive
2016,"Artix Entertainment, LLC",Free To Play,"KOEI TECMO GAMES CO., LTD."
2016,Monster Games,Free,Treetop Crew
2016,Monster Games,Free,Dovetail Games
2016,"Kastriot Sulejmani,Brayden Myers",Free To Play,EfrenStudios
2016,Sad Panda Studios,Free to Play,Red Thread Games
2016,"SmiteWorks USA, LLC",Free,Flying Rain
2016,Vaclav Hudec,Free,dev4play
2016,Fatshark,Free to Play,Choice of Games
2016,Insanity Games,Free,"Brokenkites,IzHard"
2016,Silver Legends,Free To Play,TAMSOFT
2016,Slitherine Ltd.,Free,"Rainbow Studios,THQ Nordic"
2017,Capcom,Free To Play,King Crow Studios
2017,Insignio Labs,Free To Play,Mystic Box
2016,Paradox Development Studio,Free,Nicolas Bernard
2016,Springloaded,Free To Play,Koreez
2016,Jorge Giner Cordero,Free,NeuralSoft
2016,Saibot Studios,Free To Play,TERC
2016,Saibot Studios,Free,Devil's Details
2016,Trion Worlds,Free to Play,Odnako Games
2016,The Sun Will Rise Team,Free,"Visual Concepts,Yuke's Co., LTD"
2016,"Elcaelum,CGA Studio",Free To Play,"SmiteWorks USA, LLC"
2016,Brad Moore,Free To Play,"SmiteWorks USA, LLC"
2013,Helmet Games,Free To Play,The Chinese Room
2016,SIM720 LIMITED,Free,Monkey Stories
2016,Fork Particle Games,Free To Play,weltenbauer. Software Entwicklung GmbH
2016,The Game Creators,Free,Freekstorm
